age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold
53,0.0,0.0,13,169112,40,Married-civ-spouse,Hungary,Exec-managerial,White,Husband,True,Self-emp-not-inc,1
24,0.0,0.0,13,284317,30,Never-married,United-States,Other-service,White,Own-child,False,Private,0
44,0.0,0.0,9,182370,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
45,0.0,0.0,13,102771,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,1
32,10520.0,0.0,13,317378,40,Never-married,United-States,Exec-managerial,White,Own-child,False,Private,1
76,0.0,0.0,9,42162,2,Widowed,United-States,Exec-managerial,White,Not-in-family,False,Self-emp-not-inc,0
22,0.0,0.0,10,186452,36,Never-married,United-States,?,White,Own-child,True,?,0
22,0.0,0.0,9,283499,35,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0
26,0.0,0.0,9,288592,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
54,0.0,0.0,9,51048,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1
65,2346.0,0.0,10,105116,40,Widowed,United-States,Adm-clerical,White,Not-in-family,False,Private,0
25,0.0,0.0,13,205947,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
45,0.0,0.0,5,165267,40,Married-civ-spouse,United-States,Transport-moving,Black,Husband,True,Self-emp-not-inc,0
33,0.0,0.0,9,75417,8,Separated,United-States,Other-service,White,Unmarried,False,Self-emp-not-inc,0
47,27828.0,0.0,13,139268,38,Never-married,United-States,Tech-support,White,Not-in-family,True,Private,1
24,0.0,0.0,13,187937,40,Never-married,United-States,Prof-specialty,White,Unmarried,False,Private,0
36,0.0,0.0,9,127686,37,Separated,United-States,Adm-clerical,White,Unmarried,False,Private,0
60,0.0,0.0,5,163946,40,Married-civ-spouse,United-States,?,White,Husband,True,?,0
55,0.0,0.0,13,174533,72,Separated,?,Other-service,White,Unmarried,False,Federal-gov,0
21,0.0,0.0,13,182117,20,Never-married,United-States,Other-service,White,Other-relative,True,Private,0
37,0.0,0.0,10,125167,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
45,0.0,0.0,12,241350,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
36,0.0,0.0,9,76845,35,Never-married,United-States,Other-service,Black,Own-child,True,Private,0
18,0.0,0.0,7,211413,15,Never-married,United-States,Other-service,White,Own-child,True,Private,0
37,0.0,0.0,10,329980,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
41,0.0,2179.0,4,144594,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
56,0.0,0.0,9,267763,40,Married-civ-spouse,?,Exec-managerial,White,Husband,True,Self-emp-inc,0
36,0.0,0.0,13,54159,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Federal-gov,0
25,0.0,0.0,13,258379,32,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Private,0
28,0.0,0.0,11,39388,60,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
23,0.0,0.0,10,296613,32,Never-married,United-States,?,White,Own-child,False,?,0
23,0.0,0.0,9,145111,50,Never-married,United-States,Transport-moving,White,Unmarried,True,Private,0
28,0.0,0.0,11,278552,60,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,1
29,0.0,0.0,9,253003,16,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
29,0.0,0.0,9,199903,20,Never-married,United-States,Other-service,White,Own-child,False,Private,0
33,0.0,0.0,10,127215,48,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
49,0.0,0.0,13,195727,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
56,0.0,0.0,7,28729,40,Separated,United-States,Machine-op-inspct,White,Not-in-family,False,Private,0
51,0.0,0.0,9,306790,40,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0
29,0.0,0.0,9,232666,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
47,0.0,0.0,10,255934,80,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0
31,0.0,0.0,13,131425,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
32,0.0,0.0,9,262153,35,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,0
19,594.0,0.0,10,67217,24,Never-married,United-States,Other-service,White,Not-in-family,True,State-gov,0
35,0.0,0.0,11,99146,55,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-inc,0
31,0.0,0.0,10,48588,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
38,6849.0,0.0,9,39089,50,Never-married,United-States,Transport-moving,White,Not-in-family,True,Federal-gov,0
38,0.0,0.0,13,33105,70,Married-civ-spouse,United-States,Prof-specialty,Amer-Indian-Eskimo,Husband,True,Private,1
25,0.0,0.0,9,252803,40,Never-married,United-States,Other-service,Black,Unmarried,False,Private,0
26,0.0,0.0,9,250551,40,Married-civ-spouse,United-States,Craft-repair,Black,Own-child,True,Local-gov,0
32,0.0,0.0,13,78374,1,Never-married,United-States,?,Asian-Pac-Islander,Not-in-family,False,?,0
39,0.0,0.0,13,301867,24,Divorced,Philippines,Adm-clerical,Asian-Pac-Islander,Not-in-family,False,Private,0
47,0.0,0.0,9,181652,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Wife,False,Private,0
48,7688.0,0.0,9,352614,40,Married-civ-spouse,?,Prof-specialty,White,Husband,True,Private,1
35,0.0,0.0,13,509462,45,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Private,0
33,0.0,0.0,12,198452,45,Divorced,United-States,Sales,White,Not-in-family,False,Private,0
23,0.0,0.0,10,192028,35,Never-married,United-States,?,White,Own-child,False,?,0
24,0.0,0.0,10,241582,33,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
30,0.0,0.0,9,101345,26,Separated,United-States,Other-service,White,Unmarried,False,Local-gov,0
59,0.0,0.0,9,207391,40,Divorced,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
32,0.0,0.0,9,131379,40,Never-married,United-States,Other-service,White,Own-child,False,Private,0
49,0.0,0.0,9,169092,40,Married-civ-spouse,?,Adm-clerical,White,Other-relative,False,Private,0
42,0.0,0.0,9,126319,35,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
37,0.0,0.0,10,199265,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,0
44,0.0,0.0,13,215304,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
57,0.0,1977.0,16,140426,40,Married-civ-spouse,Germany,Tech-support,White,Husband,True,Private,1
22,0.0,0.0,10,369549,30,Never-married,United-States,Other-service,Black,Not-in-family,False,Private,0
41,0.0,0.0,14,252986,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
23,0.0,0.0,10,140915,25,Never-married,Philippines,Sales,Asian-Pac-Islander,Other-relative,True,Private,0
51,0.0,0.0,12,168539,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0
34,0.0,0.0,14,342709,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
54,0.0,0.0,14,139850,45,Married-civ-spouse,United-States,Exec-managerial,Asian-Pac-Islander,Husband,True,Private,1
33,0.0,0.0,9,190511,30,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
24,0.0,0.0,9,346909,44,Married-civ-spouse,Mexico,Craft-repair,White,Husband,True,Private,0
19,0.0,0.0,9,530454,50,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
21,0.0,0.0,10,116489,60,Never-married,United-States,Sales,White,Own-child,False,Private,0
21,0.0,0.0,9,57827,40,Widowed,United-States,Craft-repair,White,Own-child,True,Private,0
26,0.0,0.0,13,174921,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
60,0.0,0.0,6,188236,40,Widowed,United-States,Tech-support,White,Unmarried,False,Private,0
19,0.0,0.0,9,214678,30,Never-married,United-States,Other-service,White,Own-child,True,Private,0
50,0.0,0.0,3,313297,40,Divorced,Mexico,Machine-op-inspct,White,Unmarried,False,Private,0
42,0.0,0.0,13,392167,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,State-gov,1
29,0.0,0.0,10,308136,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
37,0.0,0.0,9,167777,52,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
22,0.0,0.0,9,450695,30,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
56,0.0,0.0,14,174564,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
56,0.0,0.0,9,267763,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Local-gov,0
27,0.0,0.0,3,150958,48,Never-married,Guatemala,Farming-fishing,White,Unmarried,True,Private,0
38,0.0,1977.0,9,111499,99,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
36,0.0,0.0,9,370156,38,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
28,0.0,0.0,9,201844,40,Separated,Mexico,?,White,Unmarried,False,?,0
45,0.0,0.0,9,162494,19,Never-married,United-States,Sales,White,Own-child,False,Private,0
53,4865.0,0.0,14,161691,40,Divorced,United-States,Exec-managerial,White,Not-in-family,False,Private,0
34,0.0,0.0,14,49325,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
40,0.0,0.0,10,164647,38,Divorced,United-States,Prof-specialty,Black,Unmarried,False,Private,0
29,0.0,0.0,9,196243,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,False,Private,0
78,0.0,0.0,12,74795,4,Widowed,United-States,?,White,Not-in-family,False,?,0
37,0.0,0.0,9,271013,40,Divorced,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
22,0.0,0.0,9,282579,40,Never-married,United-States,Other-service,White,Unmarried,True,Private,0
26,0.0,0.0,10,162302,40,Never-married,Philippines,Machine-op-inspct,Asian-Pac-Islander,Not-in-family,True,Private,0
37,0.0,0.0,9,339772,40,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,Private,0
19,0.0,0.0,10,391403,30,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
22,0.0,0.0,9,124810,20,Never-married,United-States,Sales,White,Own-child,False,Private,0
38,0.0,0.0,5,61343,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
51,0.0,0.0,16,203334,45,Divorced,United-States,Exec-managerial,White,Not-in-family,False,Local-gov,1
20,0.0,0.0,10,216811,40,Never-married,United-States,Sales,White,Own-child,False,Private,0
40,0.0,0.0,13,306495,35,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,0
48,7688.0,0.0,10,189462,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
31,99999.0,0.0,13,100252,70,Divorced,United-States,Other-service,Asian-Pac-Islander,Not-in-family,True,Private,1
35,0.0,0.0,8,220585,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
51,0.0,0.0,9,186338,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
23,0.0,0.0,7,401762,40,Never-married,United-States,Craft-repair,White,Not-in-family,False,Private,0
67,0.0,0.0,9,39100,5,Married-civ-spouse,United-States,?,White,Wife,False,?,0
32,0.0,0.0,7,42894,15,Married-civ-spouse,United-States,?,White,Wife,False,?,0
58,0.0,0.0,10,242670,20,Married-civ-spouse,United-States,?,White,Wife,False,?,0
58,7298.0,0.0,9,99131,40,Married-civ-spouse,United-States,?,White,Wife,False,?,1
31,0.0,0.0,14,308812,40,Divorced,United-States,Exec-managerial,White,Not-in-family,False,Private,0
17,0.0,0.0,7,118792,24,Never-married,United-States,Sales,White,Other-relative,False,Private,0
43,0.0,0.0,3,188905,40,Separated,Mexico,Machine-op-inspct,White,Not-in-family,False,Private,0
52,0.0,0.0,9,190333,25,Divorced,United-States,Farming-fishing,White,Not-in-family,True,Self-emp-not-inc,0
56,0.0,0.0,9,231781,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
41,0.0,0.0,10,169995,20,Divorced,United-States,Protective-serv,White,Not-in-family,True,Local-gov,0
17,0.0,0.0,7,194612,25,Never-married,United-States,Other-service,White,Own-child,True,Private,0
51,0.0,0.0,9,43909,40,Divorced,United-States,?,Black,Unmarried,False,?,0
56,0.0,0.0,4,35723,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-inc,1
35,0.0,0.0,9,112160,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
33,0.0,0.0,10,171876,40,Divorced,United-States,Other-service,White,Unmarried,False,Private,0
47,7298.0,0.0,9,284916,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
23,0.0,0.0,9,137214,37,Married-civ-spouse,United-States,Sales,Black,Husband,True,Private,0
29,0.0,0.0,10,383402,35,Divorced,United-States,Other-service,White,Not-in-family,False,Private,0
62,0.0,0.0,4,26857,35,Widowed,United-States,Farming-fishing,White,Other-relative,False,Self-emp-not-inc,0
58,0.0,0.0,13,265086,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
20,0.0,0.0,9,143964,40,Never-married,United-States,Other-service,Black,Own-child,False,Private,0
80,0.0,0.0,9,107762,24,Widowed,United-States,?,White,Not-in-family,True,?,0
29,0.0,0.0,9,105694,42,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
34,0.0,0.0,12,185480,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
45,15024.0,0.0,14,266860,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
23,0.0,0.0,13,41763,30,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
43,0.0,0.0,9,158528,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
40,0.0,0.0,11,379917,32,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0
34,0.0,0.0,9,275771,50,Divorced,United-States,Exec-managerial,White,Unmarried,False,Private,0
61,15024.0,0.0,9,170262,38,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Private,1
28,0.0,0.0,9,50814,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
25,0.0,0.0,13,306908,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
20,0.0,0.0,9,326624,40,Never-married,United-States,?,White,Own-child,False,?,0
49,0.0,0.0,6,343742,32,Never-married,United-States,Craft-repair,Black,Not-in-family,True,Self-emp-not-inc,0
46,0.0,0.0,10,202560,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,1
59,0.0,0.0,9,162580,35,Never-married,United-States,Craft-repair,White,Other-relative,False,Private,0
17,0.0,0.0,6,186890,30,Married-civ-spouse,United-States,Sales,White,Own-child,False,Private,0
18,594.0,0.0,10,169882,15,Never-married,United-States,?,White,Own-child,False,?,0
25,0.0,0.0,13,259300,16,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
65,0.0,0.0,9,113293,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
54,0.0,0.0,9,175594,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
46,0.0,0.0,12,190115,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
47,3325.0,0.0,13,175958,60,Never-married,United-States,Sales,White,Not-in-family,True,Self-emp-inc,0
41,0.0,0.0,13,192107,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
23,0.0,0.0,10,149574,45,Married-spouse-absent,United-States,Other-service,White,Not-in-family,True,Private,0
56,7688.0,0.0,13,156229,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Federal-gov,1
44,0.0,0.0,4,98806,38,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
46,0.0,0.0,9,29696,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
42,0.0,0.0,9,324421,20,Divorced,United-States,Sales,White,Not-in-family,True,Private,0
27,0.0,0.0,6,200641,40,Married-civ-spouse,Mexico,Exec-managerial,White,Wife,False,Private,0
30,0.0,0.0,5,351770,38,Divorced,United-States,Other-service,White,Unmarried,False,Private,0
20,0.0,0.0,10,180052,40,Never-married,United-States,?,White,Own-child,True,?,0
64,0.0,0.0,3,192695,70,Married-civ-spouse,Canada,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
45,0.0,1887.0,10,199590,40,Married-civ-spouse,Mexico,Craft-repair,White,Husband,True,Local-gov,1
56,0.0,0.0,9,391926,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,0
34,0.0,0.0,4,156532,50,Divorced,United-States,Farming-fishing,White,Not-in-family,True,Self-emp-not-inc,0
63,0.0,0.0,10,298113,40,Divorced,United-States,Other-service,White,Not-in-family,True,Private,0
31,0.0,0.0,9,126950,40,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0
42,0.0,1876.0,14,44121,40,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Private,0
47,2354.0,0.0,16,61062,45,Separated,United-States,Exec-managerial,Asian-Pac-Islander,Own-child,True,State-gov,0
53,0.0,0.0,9,235567,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Local-gov,0
47,0.0,0.0,4,119471,40,Never-married,?,Craft-repair,Other,Not-in-family,True,Self-emp-inc,0
36,0.0,0.0,13,109766,60,Never-married,United-States,Protective-serv,White,Not-in-family,True,Local-gov,0
59,0.0,0.0,10,268840,16,Married-civ-spouse,United-States,Adm-clerical,White,Other-relative,False,Private,1
72,2290.0,0.0,9,259762,10,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,0
19,0.0,0.0,6,446219,40,Never-married,United-States,Sales,Black,Unmarried,False,Private,0
27,0.0,0.0,9,118799,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
24,0.0,0.0,10,135267,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
44,15024.0,0.0,13,189956,40,Married-civ-spouse,United-States,Protective-serv,Black,Wife,False,Local-gov,1
21,0.0,0.0,10,30619,38,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Private,0
39,0.0,0.0,9,181705,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
52,0.0,0.0,9,139176,8,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
57,0.0,0.0,16,127277,40,Married-civ-spouse,Taiwan,Prof-specialty,Asian-Pac-Islander,Husband,True,Private,1
59,0.0,0.0,9,205949,40,Separated,United-States,Craft-repair,Amer-Indian-Eskimo,Unmarried,False,Private,0
18,0.0,0.0,10,51789,8,Never-married,United-States,Other-service,White,Own-child,True,Private,0
